1330001;19;7510401001
1330002;21;7510406002
1330003;295;7200201295
1330004;2;7100103004
1330005;271;7201101271
1330007;17;7100105007
1330008;559;7204400559
1330009;13;7100109009
1330010;545;7421200545
1330011;9;7100101011
1330012;4;7100105012
1330013;5;7308506013
1330014;14;7308502014
1330015;10;7409701015
1330016;7;7409702016
1330017;15;7511209017
1330018;6;7511203018
1330019;11;7511202019
1330020;18;7100105020
1330021;558;7100101558
1330022;22;7100108022
1330023;23;7100108023
1330023;771;7100108771
1330024;24;7100106024
1330025;351;7100108351
1330026;91;7100105091
1330027;27;7100103027
1330028;28;7100103028
1330029;29;7100101029
1330030;30;7100108030
1330033;33;7308506033
1330034;34;7308502034
1330036;36;7308700036
1330037;37;7100108037
1330038;260;7100105260
1330039;39;7511207039
1330040;88;7511203088
1330041;41;7511203041
1330042;42;7510405042
1330043;43;7510407043
1330044;44;7510405044
1330045;45;7510401045
1330046;244;7202400244
1330047;47;7204800047
1330048;48;7308200048
1330049;49;7308200049
1330050;50;7308400050
1330051;51;7409702051
1330052;607;7309500607
1330053;224;7100104224
1330056;56;7204200056
1330058;266;7201200266
1330061;222;7100109222
1330063;267;7205100267
1330065;217;7100101217
1330067;67;7409704067
1330068;68;7409704068
1330069;69;7309600069
1330070;70;7100102070
1330071;215;7100110215
1330072;73;7100108073
1330073;74;7205400074
1330074;256;7607500256
1330075;768;7100105768
1330077;78;7205400078
1330078;79;7410203079
1330079;750;7201700750
1330080;81;7308900081
1330082;547;7616102547
1330083;752;7205500752
1330084;85;7211900085
1330085;528;7511209528
1330086;87;7511202087
1330087;89;7511207089
1330088;606;7510407606
1330089;92;7100104092
1330090;93;7100110093
1330091;94;7100107094
1330092;95;7100104095
1330093;96;7100105096
1330094;97;7100105097
1330096;568;7607800568
1330097;100;7201101100
1330098;566;7409703566
1330099;102;7201601102
1330100;103;7201700103
1330101;104;7201900104
1330102;105;7202800105
1330106;109;7204400109
1330107;110;7206300110
1330109;112;7207100112
1330111;114;7607900114
1330112;115;7308200115
1330113;116;7308502116
1330114;117;7308600117
1330116;119;7309100119
1330117;120;7309300120
1330118;121;7309400121
1330119;122;7409800122
1330120;123;7410001123
1330121;124;7410004124
1330122;791;7510301791
1330123;126;7410203126
1330124;570;7410203570
1330125;128;7510305128
1330126;129;7510305129
1330127;130;7510603130
1330128;131;7510607131
1330129;132;7510602132
1330130;133;7510606133
1330131;790;7510601790
1330132;135;7511104135
1330133;136;7511204136
1330134;137;7511202137
1330135;138;7212000138
1330137;753;7621400753
1330138;141;7607201141
1330139;142;7309400142
1330140;143;7410201143
1330141;145;7309000145
1330142;610;7205500610
1330143;148;7100109148
1330144;149;7409704149
1330145;150;7409703150
1330146;798;7100102798
1330147;156;7100102156
1330148;157;7100104157
1330149;161;7309600161
1330150;162;7410203162
1330151;163;7309500163
1330152;261;7100105261
1330153;257;7100104257
1330154;166;7201700166
1330155;167;7203300167
1330156;168;7100103168
1330157;169;7100104169
1330158;170;7100103170
1330159;171;7100105171
1330160;296;7511203296
1330161;173;7100103173
1330162;174;7100103174
1330163;175;7100104175
1330164;176;7100104176
1330165;177;7100110177
1330166;152;7200202152
1330167;179;7100107179
1330168;180;7100107180
1330170;182;7202200182
1330171;183;7203100183
1330173;185;7201101185
1330174;186;7200400186
1330175;187;7201400187
1330177;189;7409704189
1330178;190;7200500190
1330179;191;7200800191
1330180;192;7607800192
1330181;193;7201601193
1330182;194;7511203194
1330183;195;7204500195
1330185;197;7202300197
1330186;198;7100105198
1330187;199;7100102199
1330189;201;7100108201
1330190;202;7100103202
1330192;204;7100109204
1330193;205;7100109205
1330194;797;7201303797
1330196;208;7100108208
1330197;209;7100103209
1330198;210;7100102210
1330199;211;7100107211
1330200;212;7100108212
1330201;255;7510606255
1330202;553;7204400553
1330203;225;7409701225
1330204;226;7510602226
1330205;227;7510602227
1330206;228;7510606228
1330208;605;7510402605
1330209;231;7510605231
1330211;233;7510700233
1330212;234;7510700234
1330213;763;7510700763
1330214;236;7511102236
1330215;237;7510500237
1330216;238;7308900238
1330217;239;7607400239
1330218;240;7607600240
1330222;245;7202600245
1330223;254;7308200254
1330224;247;7200300247
1330225;248;7511000248
1330226;249;7201300249
1330227;264;7511102264
1330228;251;7510406251
1330229;252;7308505252
1330232;63;7100103063
1330233;72;7202400072
1330234;272;7212200272
1330235;273;7100102273
1330236;40;7511202040
1330237;743;7202400743
1330239;250;7511600250
1330240;269;7511700269
1330241;274;7510403274
1330242;276;7216201276
1330244;278;7100105278
1330245;279;7206700279
1330246;280;7100102280
1330247;281;7201700281
1330248;65;7204000065
1330249;282;7607800282
1330251;779;7511202779
1330252;58;7100105058
1330253;108;7204200108
1330254;286;7204300286
1330255;755;7616102755
1330256;289;7204000289
1330258;291;7309600291
1330259;555;7308501555
1330260;773;7309400773
1330261;294;7319600294
1330262;297;7511300297
1330263;784;7409703784
1330264;299;7510303299
1330265;300;7607201300
1330266;301;7201102301
1330267;302;7100108302
1330268;303;7100104303
1330269;604;7510607604
1330270;304;7409701304
1330271;305;7409900305
1330272;306;7100103306
1330273;307;7200203307
1330275;308;7308501308
1330276;309;7510607309
1330277;310;7510607310
1330278;311;7510604311
1330279;312;7510401312
1330280;769;7200202769
1330281;314;7200602314
1330282;315;7200602315
1330283;728;7410201728
1330284;317;7522300317
1330285;318;7100109318
1330286;803;7315900803
1330287;320;7100101320
1330288;552;7100107552
1330289;246;7203200246
1330291;216;7100105216
1330292;324;7410002324
1330293;327;7100107327
1330294;329;7219800329
1330296;783;7100104783
1330297;804;7320700804
1330299;796;7511202796
1330300;332;7203300332
1330301;756;7616101756
1330303;786;7510304786
1330304;563;7510303563
1330305;344;7100109344
1330306;337;7410203337
1330308;789;7410202789
1330309;765;7410202765
1330310;340;7410202340
1330311;343;7206900343
1330312;345;7200202345
1330313;335;7201303335
1330314;346;7206100346
1330315;347;7100104347
1330316;348;7511207348
1330317;349;7511203349
1330318;703;7100105703
1330319;352;7510601352
1330320;557;7511201557
1330321;354;7200226354
1330322;355;7308506355
1330324;822;7421200822
1330325;603;7510402603
1330326;749;7519900749
1330327;360;7511203360
1330328;361;7520000361
1330329;362;7510302362
1330330;363;7100106363
1330331;364;7100101364
1330333;366;7607203366
1330334;367;7511207367
1330335;369;7203300369
1330336;370;7204200370
1330337;371;7100104371
1330338;372;7100109372
1330339;373;7100104373
1330341;781;7100101781
1330344;378;7100106378
1330345;757;7410003757
1330346;380;7100110380
1330347;701;7100101701
1330348;382;7100108382
1330350;761;7308505761
1330351;385;7511205385
1330353;780;7421200780
1330356;550;7409701550
1330357;556;7100102556
1330358;741;7616101741
1330359;144;7309600144
1330360;158;7309200158
1330361;393;7100103393
1330362;394;7200700394
1330364;396;7201301396
1330365;397;7409704397
1330367;766;7409701766
1330368;554;7309600554
1330369;808;7422300808
1330371;776;7100105776
1330372;404;7410004404
1330373;405;7410004405
1330375;407;7204300407
1330377;409;7206600409
1330378;164;7204200410
1330381;560;7607202560
1330382;414;7613800414
1330383;415;7607800415
1330384;416;7100104416
1330385;417;7308506417
1330386;418;7308504418
1330387;419;7308502419
1330388;420;7320300420
1330389;421;7409703421
1330390;422;7511209422
1330391;423;7511202423
1330392;424;7511208424
1330393;425;7510604425
1330394;426;7308400426
1330395;427;7100103427
1330396;428;7308506428
1330397;410;7308200410
1330398;429;7308200429
1330399;430;7313000430
1330401;432;7100107432
1330402;751;7201101751
1330404;435;7308506435
1330405;436;7410004436
1330406;437;7511202437
1330407;772;7511206772
1330408;802;7515200802
1330410;382;7200108382
1330411;442;7515300442
1330412;443;7511201443
1330413;444;7511202444
1330414;445;7515200445
1330415;795;7511201795
1330416;794;7510401794
1330418;449;7420500449
1330419;450;7204400450
1330421;452;7308200452
1330422;453;7409703453
1330423;454;7200202454
1330424;455;7200602455
1330425;456;7309600456
1330426;457;7510602457
1330429;460;7308504460
1330431;462;7320600462
1330432;463;7410001463
1330434;465;7414300465
1330437;468;7100102468
1330439;470;7100102470
1330440;471;7100102471
1330442;775;7204500775
1330443;476;7216202476
1330446;760;7216201760
1330449;480;7219700480
1330450;481;7309200481
1330451;759;7100110759
1330452;782;7204100782
1330453;484;7100110484
1330455;793;7100102793
1330456;487;7100109487
1330458;489;7218000489
1330459;490;7200900490
1330460;491;7212300491
1330461;745;7220800745
1330462;700;7309200700
1330463;774;7421200774
1330465;799;7409704799
1330466;788;7308800788
1330467;498;7308505498
1330468;499;7309500499
1330469;551;7607201551
1330470;501;7309200501
1330471;502;7100109502
1330475;506;7511000506
1330477;754;7621400754
1330478;509;7308503509
1330479;510;7420900510
1330480;702;7316300702
1330483;514;7100103514
1330484;748;7308502748
1330486;517;7514200517
1330487;516;7410203516
1330488;518;7320200518
1330489;519;7315400519
1330490;520;7410003520
1330493;523;7614900523
1330494;524;7321000524
1330495;762;7308800762
1330497;527;7221100527
1330498;529;7308504529
1330500;758;7201601758
1330501;532;7316500532
1330502;792;7100102792
1330503;534;7100102534
1330504;742;7201700742
1330505;536;7409701536
1330506;537;7409703537
1330508;539;7205100539
1330509;540;7510307540
1330510;747;7200700747
1330511;542;7421100542
1330512;767;7409702767
1330513;544;7100104544
1330515;549;7216201549
1330517;561;7100109561
1330521;535;7100108535
1330523;552;7100109552
1330524;553;7100107553
1330528;557;7100110557
1330532;807;7212900805
1330533;805;7414400805
1330534;811;7308700811
1330535;809;7510500809
1330539;819;7320200819
1330540;365;7100107365
1330545;746;7100103746
1330546;706;7204000707
1330547;707;7614900707
1330548;708;7200602708
1330549;709;7215600709
1330550;710;7213100710
1330552;787;7321300787
1330553;713;7308900713
1330554;714;7100107714
1330555;715;7414300715
1330557;717;7510602728
1330558;744;7510304744
1330559;719;7511209719
1330560;720;7409701720
1330562;722;7520100722
1330563;723;7511500723
1330564;724;7515200724
1330566;726;7510402726
1330567;727;7510700727
1330568;800;7413600743
1330569;729;7511000729
1330570;602;7510402602
1330571;731;7514200731
1330572;732;7516600732
1330573;733;7308503733
1330575;735;7308400735
1330576;736;7309500736
1330577;737;7309200737
1330579;739;7316300739
1330580;764;7309300764
1330581;814;7200201814
1330584;823;7523200823
1330585;825;7308400825
1330586;832;7222800832
1330588;817;7100108817
1330590;833;7223000833
1330591;812;7315400812
1330594;826;7222700826
1330595;827;7421200827
1330596;828;7414300828
1330597;821;7313200821
1330298;334;7409703334
